time_ms,subject_id,event,Fp1,Fp2,F3,F4,C3,C4,O1,O2
220.000000,1,Relaxed,8.086688,-7.500612,7.785376,-7.379326,14.064380,7.351326,27.302538,0.381152
224.000000,1,Relaxed,10.465521,-4.684078,10.496993,-3.938318,17.350551,1.244860,24.115434,-2.186017
228.000000,1,Relaxed,13.217989,-2.505929,16.561970,1.971139,18.270546,-4.431471,19.066899,-14.635484
232.000000,1,Relaxed,11.111774,5.512313,13.658752,3.301539,15.741274,-8.734033,15.129687,-19.660980
236.000000,1,Relaxed,10.079007,8.257471,6.592062,3.897776,12.793988,-10.850171,5.956453,-27.800983
240.000000,1,Relaxed,5.551495,12.405398,1.166157,10.638075,12.601163,-12.402110,6.537251,-28.362282
244.000000,1,Relaxed,4.875668,12.180657,-5.221257,13.615322,6.591768,-13.171018,-0.010298,-25.782390
248.000000,1,Relaxed,4.585081,21.261522,-4.999611,15.518063,2.136155,-10.678981,-5.728711,-29.111204
252.000000,1,Relaxed,1.506675,21.597592,-10.590206,17.507956,2.130644,-10.715066,-11.380415,-25.429627
256.000000,1,Relaxed,1.025310,25.170745,-14.385389,17.056723,-6.142261,-11.753200,-17.724254,-20.002816
260.000000,1,Relaxed,-3.977345,21.474819,-17.035101,10.894186,-8.584320,-6.475460,-22.776303,-16.197229
264.000000,1,Relaxed,-5.720119,21.393133,-21.632230,8.296853,-9.839321,1.008342,-18.862481,-9.694824
268.000000,1,Relaxed,-6.506921,21.956460,-22.325075,5.346201,-8.476497,6.755101,-15.114449,-3.867116
272.000000,1,Relaxed,-7.462353,15.616212,-20.463228,-2.066560,-4.680996,8.925120,-20.223052,-0.362020
276.000000,1,Relaxed,-3.442723,6.734925,-16.543700,-3.499601,-2.674098,12.274521,-16.314970,7.553157
280.000000,1,Relaxed,-5.976807,8.906014,-12.069126,-9.192057,-2.441048,9.205907,-9.461683,16.209513
284.000000,1,Relaxed,-6.748267,3.484337,-11.299619,-11.735180,-2.540167,8.847381,-6.271787,23.605244
288.000000,1,Relaxed,-7.349715,6.667744,-8.507566,-21.091519,-0.057858,9.097663,1.465817,30.200301
292.000000,1,Relaxed,-7.557583,3.444597,-9.323490,-19.863586,0.457621,10.901494,6.127564,31.947843
296.000000,1,Relaxed,-5.553014,2.941039,-9.822587,-20.269505,3.944274,6.811557,11.544717,33.502038
300.000000,1,Relaxed,-4.142334,2.635655,-5.556681,-16.466656,13.084907,5.255191,17.719877,34.496819
304.000000,1,Relaxed,-0.956038,-3.748689,-2.652935,-16.712662,12.103753,8.111951,17.028127,31.290904
308.000000,1,Relaxed,3.849795,-4.712197,-0.334615,-11.164551,15.985043,2.175626,20.486432,29.542530
312.000000,1,Relaxed,4.119476,-2.330845,6.791501,-12.482183,15.841654,3.347905,23.107082,26.755877
316.000000,1,Relaxed,6.641534,0.743210,10.112532,-14.796583,20.706452,-5.956756,20.685333,18.041341
320.000000,1,Relaxed,7.533079,-3.571247,10.486161,-13.507601,21.973894,-9.050740,18.245677,12.972835
324.000000,1,Relaxed,8.343331,-5.150656,15.643837,-12.810402,24.633342,-8.000965,13.827368,4.995863
328.000000,1,Relaxed,11.537478,-0.736432,15.307978,-6.217336,25.980748,-9.214422,5.447778,-7.517544
332.000000,1,Relaxed,9.094420,-2.757756,18.195980,-5.601679,27.974779,-12.979195,4.256235,-13.156896
336.000000,1,Relaxed,8.788300,0.009492,15.146602,-0.536214,25.584363,-9.491339,2.455566,-21.504640
340.000000,1,Relaxed,8.633490,0.409430,11.737695,4.750912,18.071319,-16.055728,-2.754653,-26.390521
344.000000,1,Relaxed,0.648813,6.427864,5.126282,8.732470,10.662794,-15.318845,-8.046308,-22.412390
348.000000,1,Relaxed,-1.142062,10.955103,1.603594,4.892740,6.364904,-14.657479,-14.744204,-29.382392
352.000000,1,Relaxed,-6.599978,14.413319,-4.184571,15.198110,-2.672543,-11.045299,-19.515954,-29.883791
356.000000,1,Relaxed,-5.633115,10.118660,-12.194219,14.251558,-6.773640,-2.876342,-19.062111,-25.553561
360.000000,1,Relaxed,-6.960462,11.927902,-13.839756,11.028150,-8.976596,-2.435008,-20.454755,-22.039516
364.000000,1,Relaxed,-5.647541,3.563008,-14.064420,7.290181,-15.120638,4.269102,-18.166273,-15.649730
368.000000,1,Relaxed,-3.501224,0.659378,-11.678326,7.222403,-12.324275,10.115569,-20.808569,-6.224427
372.000000,1,Relaxed,-9.215748,2.934435,-11.151609,5.907545,-17.880312,15.590398,-19.848816,-5.303462
376.000000,1,Relaxed,-5.759621,-2.356648,-14.228630,0.848254,-17.886329,13.895867,-16.163995,0.590470
380.000000,1,Relaxed,-6.748928,-7.760126,-13.402249,-1.836167,-16.513107,17.766445,-9.337649,9.860901
384.000000,1,Relaxed,-7.798897,-11.275380,-14.429176,-5.989614,-13.285861,19.061394,-0.939695,13.523070
388.000000,1,Relaxed,-7.214318,-11.297908,-17.589109,-6.692587,-10.739149,21.531048,4.247958,18.491748
392.000000,1,Relaxed,-0.891849,-11.851159,-10.073314,-4.324200,-7.892589,12.742710,9.908872,20.663664
396.000000,1,Relaxed,0.925194,-15.387490,-5.191235,-3.398287,-7.029988,12.818829,19.376733,28.029288
400.000000,1,Relaxed,4.720357,-12.165989,-10.016099,-3.737451,-7.226433,7.083913,17.077634,29.723155
404.000000,1,Relaxed,6.703578,-10.431960,-5.700520,-5.787893,-5.936045,6.990833,26.979543,28.736858
408.000000,1,Relaxed,13.643886,-11.632933,-1.173040,-0.731937,1.685572,1.673315,22.309847,24.930450
412.000000,1,Relaxed,15.187850,-9.452097,-3.465618,-1.062384,0.431744,0.766156,25.451896,21.674666
416.000000,1,Relaxed,18.863030,-9.518812,1.004065,0.778873,9.267672,-3.040510,26.637001,18.641446
420.000000,1,Relaxed,24.779305,-7.172682,1.847929,2.737064,12.771407,-8.852032,20.717445,6.762766
424.000000,1,Relaxed,25.869710,-5.455912,11.288346,6.728277,17.123918,-13.753993,12.785587,1.263039
428.000000,1,Relaxed,27.013119,-4.830965,10.195727,5.257257,14.304797,-17.207455,10.295642,-4.489750
432.000000,1,Relaxed,23.420298,0.323368,9.968162,5.518931,15.584992,-20.557400,3.539892,-10.575645
436.000000,1,Relaxed,19.113298,6.455099,9.196096,10.637385,14.742493,-25.492135,-2.473613,-16.243874
440.000000,1,Relaxed,17.760030,6.779125,3.377399,15.722568,15.101054,-25.151858,-7.874324,-19.308125
444.000000,1,Relaxed,9.303966,11.008733,-3.049759,15.332345,11.327088,-26.857877,-10.947117,-22.636215
448.000000,1,Relaxed,7.864693,11.845866,-4.487182,20.656621,4.942339,-22.222438,-16.885993,-22.950381
452.000000,1,Relaxed,4.783978,12.808165,-4.008513,21.503557,1.337855,-18.224260,-16.500429,-20.041578
456.000000,1,Relaxed,2.580925,14.869264,-9.109237,16.352928,-1.858114,-16.717988,-27.191401,-15.833137
460.000000,1,Relaxed,-3.365144,19.531485,-15.402327,13.480084,-11.028579,-13.630710,-30.830154,-16.403095
464.000000,1,Relaxed,-2.814362,13.561322,-13.305787,6.426979,-11.192382,-6.054090,-31.761410,-6.520953
468.000000,1,Relaxed,-6.319432,12.491521,-15.909615,4.992533,-10.827035,-1.219417,-25.536098,-5.749083
472.000000,1,Relaxed,-9.078773,2.668792,-7.631860,0.828526,-10.124757,8.704924,-29.721182,-0.234585
476.000000,1,Relaxed,-8.331504,-1.225092,-7.590954,-2.927338,-2.767439,12.376587,-22.491000,6.510451
480.000000,1,Relaxed,-6.985162,-1.702790,-6.562719,-8.743811,-8.545567,10.046108,-19.491336,11.446603
484.000000,1,Relaxed,-8.229159,-11.710046,-2.991114,-12.576264,-6.737712,15.667111,-16.253306,18.416790
488.000000,1,Relaxed,-7.872653,-14.849037,-2.901681,-14.011279,-8.881356,9.107933,-8.186901,22.464869
492.000000,1,Relaxed,-6.465879,-9.300062,-0.165617,-16.401964,-5.444438,7.318465,1.541020,24.238434
496.000000,1,Relaxed,-10.054980,-15.058633,4.406489,-19.431955,-3.104423,7.926993,6.499212,28.446907
500.000000,1,Relaxed,-9.957276,-15.978990,8.071160,-15.577099,-3.480987,9.060619,15.164930,26.182289
504.000000,1,Relaxed,-8.324603,-19.445751,8.501088,-14.650773,0.588693,14.047036,22.665656,24.150175
508.000000,1,Relaxed,0.777658,-18.435580,11.836618,-8.552873,1.466552,7.155503,21.441813,22.695763
512.000000,1,Relaxed,2.373029,-19.827504,15.471887,-6.413607,2.468433,2.553734,17.497868,15.665403
516.000000,1,Relaxed,5.552673,-16.822116,16.561908,-6.459125,7.709258,-1.056042,16.609313,14.732696
520.000000,1,Relaxed,6.197712,-14.947789,23.081674,-8.013886,5.923928,1.062786,15.597153,-0.354755
524.000000,1,Relaxed,7.729113,-17.988784,18.987072,-3.609485,4.612611,0.129518,13.623517,-7.198101
528.000000,1,Relaxed,10.985879,-17.005963,24.484402,-0.535894,15.344716,-4.025846,12.198884,-16.834352
532.000000,1,Relaxed,9.772106,-14.392484,23.374335,3.343466,10.648902,-9.720703,8.536159,-24.548170
536.000000,1,Relaxed,8.190290,-13.011005,15.540849,11.232195,9.139712,-11.936759,5.995044,-30.612035
540.000000,1,Relaxed,3.291533,-6.368322,13.961833,14.046777,7.780312,-8.710542,-3.047455,-34.833039
544.000000,1,Relaxed,-2.358643,-0.241386,8.764787,16.532104,-1.846203,-10.884947,-9.991654,-32.459725
548.000000,1,Relaxed,-3.738257,3.344614,3.991870,16.061058,-7.513994,-10.233409,-8.862718,-37.403707
552.000000,1,Relaxed,-4.860454,6.653880,-2.194112,22.263109,-14.265305,-3.438047,-11.359565,-32.219451
556.000000,1,Relaxed,-1.683559,7.743376,-1.657525,20.324730,-18.622408,1.029819,-15.676448,-30.753732
560.000000,1,Relaxed,-4.888601,4.884302,-13.317309,22.066190,-18.194619,2.214898,-18.398925,-28.594214
564.000000,1,Relaxed,-3.304976,5.315924,-11.454517,17.287550,-18.806948,7.243735,-17.807142,-20.365008
568.000000,1,Relaxed,-6.817462,5.253752,-9.738128,13.784472,-20.112653,9.569226,,-14.201025
572.000000,1,Relaxed,-9.227815,0.556014,-10.395028,3.890980,-22.479363,11.905941,-22.574699,-8.863268
576.000000,1,Relaxed,-10.235819,0.979862,-10.900154,1.916171,-21.273960,10.805265,-14.227767,-2.658639
580.000000,1,Relaxed,-11.046408,-3.303689,-14.114077,-2.687654,-22.953566,12.730791,-7.870572,6.340356
584.000000,1,Relaxed,-5.524438,-5.494961,-11.070060,-6.823762,-14.492336,14.094025,0.703166,11.759574
588.000000,1,Relaxed,-10.027605,-5.371244,-7.495397,-3.438233,-10.687494,19.518760,3.802037,16.702918
592.000000,1,Relaxed,-4.391532,-7.655447,-4.499553,-9.649774,-3.752734,11.208803,11.633469,20.696434
596.000000,1,Relaxed,-5.884854,-10.736428,-1.591734,-9.740180,-5.912263,13.808317,15.931228,25.224166
600.000000,1,Relaxed,-1.018039,-4.311277,1.489300,-12.421853,-6.413748,4.859720,19.039608,27.363980
604.000000,1,Relaxed,-0.801453,-1.139460,1.975733,-12.938727,-1.984091,7.864800,22.230159,24.712006
608.000000,1,Relaxed,0.799949,-3.096543,2.528950,-9.164557,1.950409,2.368536,24.377439,25.902542
612.000000,1,Relaxed,5.182930,-0.477194,3.114645,-6.531013,9.036832,-1.971766,25.188287,21.905122
616.000000,1,Relaxed,8.165952,-4.293749,7.825020,-9.393642,13.567281,0.938806,24.392248,14.494074
620.000000,1,Relaxed,12.909901,-6.170006,12.595242,-8.832061,15.195482,-1.980581,21.553825,11.026386
624.000000,1,Relaxed,11.232495,-1.783129,17.582739,-9.485480,17.060424,-10.010571,12.586983,-1.164820
628.000000,1,Relaxed,7.775220,-2.396022,18.811333,-3.993728,21.698310,-12.726533,8.167660,-7.193320
632.000000,1,Relaxed,4.465171,4.999986,17.651888,-3.192324,23.107011,-17.620387,2.117733,-12.788954
636.000000,1,Relaxed,3.490256,11.844207,13.871798,-3.815923,18.554962,-18.171132,-3.035979,-19.716432
640.000000,1,Relaxed,2.359345,7.689410,8.485203,-3.628136,17.639687,-17.195673,-9.058923,-29.716663
644.000000,1,Relaxed,-3.851352,10.269463,7.790992,0.299000,15.270583,-15.706621,-9.295603,-27.726748
648.000000,1,Relaxed,-7.002736,12.436049,3.104400,6.948194,9.900443,-16.086680,-12.437196,-28.599282
652.000000,1,Relaxed,-8.590652,16.644489,1.764600,9.500114,2.181439,-11.524665,-18.517558,-31.456022
656.000000,1,Relaxed,-9.549575,17.704387,-0.503143,3.071787,-2.316836,-6.029984,-22.704052,-24.462506
660.000000,1,Relaxed,-15.253978,20.816704,-6.452013,3.193783,-5.859286,-2.512203,-24.347145,-22.242330
664.000000,1,Relaxed,-19.388965,17.005452,-5.940290,3.488045,-10.164797,4.709671,-22.091070,-17.489857
668.000000,1,Relaxed,-17.398511,11.389769,-5.975230,-2.864593,-9.999058,10.883912,-23.323272,-14.907804
672.000000,1,Relaxed,-18.134008,5.273597,-7.578707,-1.826572,-11.397915,16.795094,-21.380678,-6.738814
676.000000,1,Relaxed,-15.081087,0.499488,-5.628732,-6.751041,-10.034768,23.709825,-15.244548,1.177161
680.000000,1,Relaxed,-17.992808,-6.320074,-1.749078,-14.389604,-9.683765,20.016261,-6.433170,4.140106
684.000000,1,Relaxed,-21.912417,-5.482770,-2.400973,-16.644551,-9.612152,24.271223,-6.338122,5.468333
688.000000,1,Relaxed,-22.908302,-10.245014,-1.399592,-18.521975,-6.912028,22.509353,4.618395,15.569840
692.000000,1,Relaxed,-16.003948,-6.416819,2.380595,-20.459510,-12.994248,21.704910,13.454964,17.855954
696.000000,1,Relaxed,-13.135774,-6.387814,0.781939,-19.325454,-6.355440,18.577738,13.974312,17.356299
700.000000,1,Relaxed,-12.726738,-9.921243,0.177607,-12.148154,-3.674043,18.659865,26.063348,20.503016
704.000000,1,Relaxed,-7.931545,-12.009762,3.056467,-14.153434,-2.765650,18.323951,31.002063,21.302737
708.000000,1,Relaxed,1.299357,-10.480745,1.095428,-7.105604,4.492333,14.536125,31.015040,17.030349
712.000000,1,Relaxed,1.092383,-14.854960,11.045509,-8.280326,3.926938,11.660643,29.294726,11.978880
716.000000,1,Relaxed,4.991428,-5.952413,10.349929,-6.909848,6.370404,7.184601,26.914902,5.739043
720.000000,1,Relaxed,10.096919,-5.075039,11.292896,-5.233887,13.097368,7.422355,24.798858,1.092291
724.000000,1,Relaxed,9.488472,-4.021547,9.806310,-5.379823,14.819246,1.734958,22.400079,-5.894592
728.000000,1,Relaxed,11.866659,-1.152636,9.524120,1.178074,17.368127,-5.079120,18.882971,-14.222661
732.000000,1,Relaxed,12.780062,0.093860,8.867405,0.771309,18.499603,-3.056465,14.403973,-20.994184
736.000000,1,Relaxed,13.323282,2.299984,8.398131,9.380468,15.880893,-10.662728,11.242847,-23.145091
740.000000,1,Relaxed,12.674611,9.592820,3.273343,5.652793,16.159182,-9.794611,-0.046031,-25.860192
744.000000,1,Relaxed,5.891656,15.575556,0.549242,11.722083,8.757080,-11.985477,-6.699850,-26.940411
748.000000,1,Relaxed,3.336926,20.655060,-10.065664,15.845670,1.030418,-14.931814,-5.223731,-24.976053
752.000000,1,Relaxed,-4.063414,23.994467,-13.829395,17.303003,-3.963861,-10.059994,-11.686516,-26.344285
756.000000,1,Relaxed,-0.660708,26.351236,-13.748731,14.162132,-2.737675,-9.041879,-15.264442,-24.445919
760.000000,1,Relaxed,-2.408442,20.347055,-22.022066,13.180455,-5.766238,-3.173984,-17.368025,-18.583462
764.000000,1,Relaxed,-3.589550,20.260753,-21.336380,11.048527,-9.582900,2.810435,-18.713179,-11.964985
768.000000,1,Relaxed,-3.827510,20.410800,-20.962412,8.140730,-6.597713,6.930725,-21.310823,-7.134042
772.000000,1,Relaxed,-4.192818,12.766420,-17.186126,-2.291969,-8.474120,8.172860,-18.996746,3.159295
776.000000,1,Relaxed,-3.578488,14.259702,-19.279850,-4.863688,-6.517123,7.909866,-19.426913,12.556955
780.000000,1,Relaxed,-9.795146,8.887609,-18.305233,-9.882488,-4.665323,14.865361,-12.909608,17.231410
784.000000,1,Relaxed,-7.691784,4.775545,-14.739882,-14.352488,-3.066414,11.320124,-9.657224,21.849436
788.000000,1,Relaxed,-7.714134,0.177757,-14.357136,-13.688251,3.491074,9.075184,4.270135,26.258362
792.000000,1,Relaxed,-5.419611,0.133940,-7.365755,-14.521940,4.058783,6.958764,7.311895,33.580648
796.000000,1,Relaxed,-1.032435,4.225595,-4.299106,-17.043591,5.335384,8.900026,13.187916,32.029197
800.000000,1,Relaxed,-0.940277,-1.473232,-1.951319,-21.380060,5.775538,2.847970,16.267424,33.903089
804.000000,1,Relaxed,1.891575,-1.147171,-1.958825,-17.836404,10.868625,2.055385,19.676508,37.496636
808.000000,1,Relaxed,1.626092,-1.932590,6.799187,-18.676239,11.552390,0.034834,21.083872,32.073341
812.000000,1,Relaxed,4.846136,2.867987,5.651807,-15.300565,19.354056,-1.063330,22.635254,24.943783
816.000000,1,Relaxed,10.275661,-3.346408,7.792818,-10.680543,24.392691,-3.896167,18.445334,20.088657
820.000000,1,Relaxed,14.149016,-4.072892,9.313401,-7.079102,22.378214,-3.964982,14.641985,10.469024
824.000000,1,Relaxed,14.662766,-4.912612,14.709870,-8.564846,19.437818,-8.019720,12.218340,2.309588
828.000000,1,Relaxed,10.863373,-3.918929,20.130558,-5.534112,27.018750,-10.413858,5.943034,-5.111299
832.000000,1,Relaxed,10.756090,0.885369,20.034273,-7.027895,22.246949,-14.049937,5.076686,-10.488176
836.000000,1,Relaxed,8.002947,9.226978,15.788544,-0.459190,18.131418,-17.518463,-1.432551,-18.339313
840.000000,1,Relaxed,9.570399,8.646311,9.357717,3.059764,15.244862,-19.008369,-7.108739,-21.791758
844.000000,1,Relaxed,5.919200,4.943811,1.106119,10.727818,11.848517,-16.850330,-9.351898,-28.672879
848.000000,1,Relaxed,-1.080759,9.240933,1.690224,12.180885,10.516607,-5.360875,-12.269919,-29.000967
852.000000,1,Relaxed,-1.259301,8.332771,-4.751053,15.804556,1.919467,-6.716773,-17.231137,-23.637725
856.000000,1,Relaxed,-5.512623,8.035977,-9.431641,18.352035,-2.994760,-4.542434,-20.861559,-21.446604
860.000000,1,Relaxed,-6.210274,13.278976,-10.731398,13.719504,-10.653046,-3.828445,-23.689323,-19.297657
864.000000,1,Relaxed,-6.215783,10.835621,-13.731261,9.013384,-15.589819,4.286450,-26.360332,-18.332418
868.000000,1,Relaxed,-4.476408,6.220938,-14.315289,14.426647,-16.265512,9.205187,-25.578185,-12.049062
872.000000,1,Relaxed,-6.798115,-1.820319,-14.661701,5.412352,-13.446862,12.584601,-18.809957,-7.353847
876.000000,1,Relaxed,-4.974680,-5.998757,-13.281202,4.659728,-12.064973,15.944544,-13.305665,0.642373
880.000000,1,Relaxed,-7.445068,-7.933813,-14.684823,1.608605,-11.385489,20.168163,-10.727498,6.153895
884.000000,1,Relaxed,-3.985594,-10.676147,-11.251463,-2.256407,-13.711643,18.695220,-1.881155,17.234180
888.000000,1,Relaxed,-6.041009,-12.483184,-12.958243,-5.410313,-12.225678,13.619882,2.263055,16.794556
892.000000,1,Relaxed,-3.809143,-14.424706,-14.026998,-5.884101,-10.027397,12.709848,12.191453,21.555633
896.000000,1,Relaxed,-1.642463,-11.088475,-9.262839,-5.161223,-9.583354,12.685589,18.581269,26.351580
900.000000,1,Relaxed,4.111124,-10.252489,-11.889535,-5.184985,-7.642044,8.450089,24.100760,27.770298
904.000000,1,Relaxed,5.792182,-15.705350,-5.859636,3.698575,-2.925367,7.890602,23.291266,21.865862
908.000000,1,Relaxed,11.554735,-11.333515,-0.851910,1.173524,1.948112,5.047445,26.615944,22.878384
912.000000,1,Relaxed,23.155831,-9.582093,-0.192889,3.851386,6.537365,-0.163857,27.192427,23.109299
916.000000,1,Relaxed,19.122393,-6.072675,4.405192,1.656262,9.959003,-5.640568,21.943522,21.121951
920.000000,1,Relaxed,20.716551,-4.151795,2.669362,1.188444,7.508584,-10.977393,19.044156,15.001013
924.000000,1,Relaxed,27.106638,-6.522664,1.216787,2.208019,12.816665,-12.842917,11.935309,2.411277
928.000000,1,Relaxed,29.785424,-7.316353,6.782133,3.287598,17.017503,-16.452514,14.702991,-4.824899
932.000000,1,Relaxed,21.711750,-2.780004,6.874805,9.951081,21.040536,-21.282743,3.886781,-12.853459
936.000000,1,Relaxed,21.635406,3.830779,6.506938,12.199572,16.951652,-22.945921,-5.280222,-14.968466
940.000000,1,Relaxed,18.989902,5.568252,8.909054,16.611275,13.060153,-24.172453,-8.894739,-16.224640
944.000000,1,Relaxed,16.307972,10.020697,-1.847210,12.706473,5.920928,-29.048298,-18.978723,-17.999431
948.000000,1,Relaxed,5.900285,11.843940,-2.437406,15.248822,4.790429,-23.969217,-20.873238,-20.640277
952.000000,1,Relaxed,4.070255,21.248823,-9.800055,15.979071,-0.620727,-19.635131,-17.307188,-21.597113
956.000000,1,Relaxed,4.249774,18.945899,-9.912631,20.933720,-4.868422,-20.224226,-26.296232,-18.143546
960.000000,1,Relaxed,2.196322,15.988784,-12.982019,14.771076,-6.536468,-11.321496,-30.846848,-11.778378
964.000000,1,Relaxed,-0.990375,12.664029,-11.936009,14.373609,-5.617116,-1.682566,-29.598696,-9.747590
968.000000,1,Relaxed,-2.468414,8.697981,-12.072506,10.498433,-11.490221,0.592657,-32.127995,-6.034780
